Catalog ID,University,Program,Country,City,Degree level,Category,Intake,Language,Deadline,Program website,QS Ranking
daad-3607,Technical University of Munich,Informatics (Computer Science) (MSc),Germany,Garching b. München,Master’s,Computer Science & Data,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3607/,25
daad-4517,Technical University of Munich,Informatics: Games Engineering (MSc),Germany,Garching b. München,Master’s,Computer Science & Data,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4517/,25
daad-9595,Technical University of Munich,Information Engineering,Germany,Heilbronn,Master’s,Engineering,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9595/,25
daad-10359,Technical University of Munich,Information Systems (MSc),Germany,Garching b. München,Master’s,Other,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10359/,25
daad-4837,Technical University of Munich,Master's in Management and Technology (MSc),Germany,München,Master’s,Business & Management,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4837/,25
daad-8506,Technical University of Munich,Master's in Sustainable Management & Technology (MSMT),Germany,Straubing,Master’s,Business & Management,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8506/,25
daad-3873,Technical University of Munich,Mathematical Finance and Actuarial Science,Germany,Garching b. München,Master’s,Business & Management,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3873/,25
daad-3872,Technical University of Munich,Mathematics,Germany,Garching b. München,Master’s,Other,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3872/,25
daad-4850,Technical University of Munich,Mathematics in Data Science,Germany,Garching b. München,Master’s,Computer Science & Data,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4850/,25
daad-3964,Technical University of Munich,Mathematics in Science and Engineering,Germany,Garching b. München,Master’s,Engineering,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3964/,25
daad-3620,Technical University of Munich,Physics (Applied and Engineering Physics),Germany,Garching b. München,Master’s,Engineering,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3620/,25
daad-10379,Technical University of Munich,Sustainable Energy and Processes,Germany,Straubing,Master’s,Other,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10379/,25
daad-4597,University of Bayreuth,Biofabrication,Germany,Bayreuth,Master’s,Other,"Summer, Winter",English,2026-11-30,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4597/,472
daad-7037,Universität Heidelberg,Max Planck School Matter to Life – MSc to PhD Direct Track Programme,Germany,Heidelberg,Master’s,Other,Winter,English,2026-12-01,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7037/,86
daad-8305,Universität Potsdam,Computer Science,Germany,Potsdam,Master’s,Computer Science & Data,"Summer, Winter",English,2026-12-01,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8305/,500
daad-11049,Universität Regensburg,Chemistry,Germany,Regensburg,Master’s,Science & Mathematics,"Summer, Winter",English,2026-12-01,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/11049/,696
daad-4657,Universität Regensburg,Master's Programme in Mathematics (MSc),Germany,Regensburg,Master’s,Other,"Summer, Winter",English,2026-12-01,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4657/,696
daad-7643,University of Göttingen,Linguistics (MA),Germany,Göttingen,Master’s,Other,"Summer, Winter",English,2026-12-01,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7643/,261
daad-6931,Johannes Gutenberg Universität Mainz,Master of Science in International Economics and Public Policy,Germany,Mainz,Master’s,Business & Management,"Summer, Winter",English,2026-12-14,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6931/,500
daad-9673,Ruhr-Universität Bochum,Computer Science MSc,Germany,Bochum,Master’s,Computer Science & Data,Winter,English,2026-12-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9673/,402
daad-8950,TU Dortmund University,Technomathematics (Industrial Mathematics),Germany,Dortmund,Master’s,Other,Winter,English,2026-12-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8950/,691
daad-8909,Universität Regensburg,"MSc Ecology, Evolution and Conservation (EEC)",Germany,Regensburg,Master’s,Sustainability & Environment,"Summer, Winter",English,2026-12-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8909/,696
daad-3925,University of Bayreuth,Experimental Geosciences (MSc),Germany,Bayreuth,Master’s,Other,"Summer, Winter",English,2026-12-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3925/,472
daad-4056,University of Göttingen,Intercultural Theology (MA),Germany,Göttingen,Master’s,Other,Winter,English,2026-12-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4056/,261
daad-8299,TU Dortmund University,Erasmus Mundus Joint Master's — Advanced Methods in Particle Physics,Germany,Dortmund,Master’s,Science & Mathematics,Winter,English,2026-12-31,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8299/,691
daad-8947,Universität Leipzig,Buddhist Studies and Contemplative Traditions MA,Germany,Leipzig,Master’s,Other,"Summer, Winter",English,2026-12-31,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8947/,540
daad-6982,Universität Leipzig,Chinese Studies,Germany,Leipzig,Master’s,Other,"Summer, Winter",English / Chinese,2026-12-31,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6982/,540
daad-10343,Universität Leipzig,Master's in Mathematics,Germany,Leipzig,Master’s,Other,"Summer, Winter",English,2026-12-31,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10343/,540
daad-7655,Technische Universität Bergakademie Freiberg,International Business and Resources in Emerging Markets (MBA),Germany,Freiberg,Master’s,Business & Management,Winter,English,2027-01-01,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7655/,594
daad-8325,Rheinische Friedrich-Wilhelms-Universität Bonn,Chemistry,Germany,Bonn,Master’s,Science & Mathematics,"Summer, Winter",English,2027-01-07,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8325/,209
daad-4503,Eberhard Karls Universität Tübingen,Advanced Biochemistry (MSc),Germany,Tübingen,Master’s,Other,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4503/,230
daad-4613,Eberhard Karls Universität Tübingen,Nanoscience (MSc),Germany,Tübingen,Master’s,Other,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4613/,230
daad-11015,Friedrich-Alexander-Universität Erlangen-Nürnberg,Biotechnology (MSc),Germany,Erlangen,Master’s,Other,"Summer, Winter",German / English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/11015/,218
daad-4405,Friedrich-Alexander-Universität Erlangen-Nürnberg,MSc Chemistry,Germany,Erlangen,Master’s,Science & Mathematics,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4405/,218
daad-4789,Friedrich-Alexander-Universität Erlangen-Nürnberg,MSc Computational and Applied Mathematics (CAM),Germany,Erlangen,Master’s,Computer Science & Data,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4789/,218
daad-4404,Friedrich-Alexander-Universität Erlangen-Nürnberg,MSc Molecular Science,Germany,Erlangen,Master’s,Other,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4404/,218
daad-4514,Humboldt-Universität zu Berlin,Integrated Natural Resource Management (INRM),Germany,Berlin,Master’s,Business & Management,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4514/,140
daad-10424,Johannes Gutenberg Universität Mainz,Turkic Studies,Germany,Mainz,Master’s,Other,Winter,English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10424/,500
daad-9145,Julius-Maximilians-Universität Würzburg,Adult Education and Management in Lifelong Education,Germany,Würzburg,Master’s,Business & Management,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9145/,430
daad-4642,Julius-Maximilians-Universität Würzburg,"Cell and Infection Biology, Master of Science",Germany,Würzburg,Master’s,Other,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4642/,430
daad-9631,Julius-Maximilians-Universität Würzburg,Conservation Biology and Applied Ecology,Germany,Würzburg,Master’s,Sustainability & Environment,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9631/,430
daad-4640,Julius-Maximilians-Universität Würzburg,"Ecology, Master of Science",Germany,Würzburg,Master’s,Sustainability & Environment,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4640/,430
daad-5468,Julius-Maximilians-Universität Würzburg,International Economic Policy (IEP),Germany,Würzburg,Master’s,Social Sciences & Policy,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5468/,430
daad-11026,Julius-Maximilians-Universität Würzburg,MA Theology for a World in Transformation (TWT),Germany,Würzburg,Master’s,Other,Winter,English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/11026/,430
daad-4641,Julius-Maximilians-Universität Würzburg,Master Biosciences / Master Biowissenschaften,Germany,Würzburg,Master’s,Other,"Summer, Winter",English / German,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4641/,430
daad-4644,Julius-Maximilians-Universität Würzburg,"Molecular and Computational Biology, Master of Science",Germany,Würzburg,Master’s,Computer Science & Data,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4644/,430
daad-11035,Julius-Maximilians-Universität Würzburg,Molecular Plant Sciences,Germany,Würzburg,Master’s,Other,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/11035/,430
daad-11090,"KIT, Karlsruhe Institute of Technology",Computational Modelling in Engineering - CME,Germany,Karlsruhe,Master’s,Computer Science & Data,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/11090/,110
daad-10710,"KIT, Karlsruhe Institute of Technology",Industrial Engineering and Management,Germany,Karlsruhe,Master’s,Engineering,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10710/,110
daad-8606,"KIT, Karlsruhe Institute of Technology",Master of Science in Physics,Germany,Karlsruhe,Master’s,Science & Mathematics,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8606/,110
daad-7847,"KIT, Karlsruhe Institute of Technology","MSc Applied Geosciences: Sustainable Energy, Resources & Storage (ERS)",Germany,Karlsruhe,Master’s,Other,"Summer, Winter",English,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7847/,110
daad-5300,Leibniz University Hannover,Computational Methods in Engineering (CME),Germany,Hannover,Master’s,Computer Science & Data,"Summer, Winter",English / German,2027-01-15,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5300/,470
