Catalog ID,University,Program,Country,City,Degree level,Category,Intake,Language,Deadline,Program website,QS Ranking
tmm-2021-1800706-03s-9a0a8c19,Université de Strasbourg,Traduction et interprétation — Traduction littéraire,France,STRASBOURG CEDEX,Master’s,Other,Fall,,,http://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME92&cHash=895267bd89824552a509c40be52a91f4#data-rof-tab-presentation,456
tmm-2021-1800706-01p-cdfd72cc,Université de Strasbourg,"Traduction et interprétation — Traduction professionnelle, domaines de spécialité",France,STRASBOURG CEDEX,Master’s,Other,Fall,,,http://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME92&cHash=895267bd89824552a509c40be52a91f4#data-rof-tab-presentation,456
tmm-2021-1800701-03y-ed4a70f2,Université de Strasbourg,"Urbanisme et aménagement — Aménagement, urbanisme, développement des territoires",France,STRASBOURG CEDEX,Master’s,Other,Fall,,,http://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME146&cHash=904f285145244aa7656efbffeb7bb076#data-rof-tab-presentation,456
tmm-2021-1800701-02x-a2f7735d,Université de Strasbourg,"Urbanisme et aménagement — Architecture, structures et projets urbains",France,STRASBOURG CEDEX,Master’s,Architecture & Urbanism,Fall,,,http://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME146&cHash=904f285145244aa7656efbffeb7bb076#data-rof-tab-presentation,456
tmm-2020-1602257-01w-5f81e0b0,Université Grenoble Alpes,"Arts, lettres et civilisations — Comparatisme, imaginaire, socio-anthropologie",France,GRENOBLE CEDEX 9,Master’s,Humanities & Languages,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-arts-lettres-civilisation-program-master-arts-lettres-civilisations/parcours-comparatisme-imaginaire-socio-anthropologie-subprogram-parcours-comparatismes-societes-imaginaires.html,387
tmm-2020-1602257-03y-0c053115,Université Grenoble Alpes,"Arts, lettres et civilisations — Diffusion de la culture",France,GRENOBLE CEDEX 9,Master’s,Humanities & Languages,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-arts-lettres-civilisation-program-master-arts-lettres-civilisations/parcours-diffusion-de-la-culture-subprogram-parcours-diffusion-de-la-culture.html,387
tmm-2020-1602257-05a-d9078055,Université Grenoble Alpes,"Arts, lettres et civilisations — Littérature : critique et création",France,GRENOBLE CEDEX 9,Master’s,Humanities & Languages,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-arts-lettres-civilisation-program-master-arts-lettres-civilisations/parcours-litterature-critique-et-creation-subprogram-parcours-litteratures-critique-et-creation.html,387
tmm-2020-1602257-07c-72d781b1,Université Grenoble Alpes,"Arts, lettres et civilisations — Sciences de l'antiquité",France,GRENOBLE CEDEX 9,Master’s,Humanities & Languages,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-arts-lettres-civilisation-program-master-arts-lettres-civilisations/parcours-sciences-de-l-antiquite-subprogram-parcours-sciences-de-l-antiquite.html,387
tmm-2020-1603181-01f-815fe474,Université Grenoble Alpes,"Biodiversité, écologie et évolution — Dynamique et modélisation de la biodiversité",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-biodiversite-ecologie-evolution-program-master-biodiversite-ecologie-evolution/parcours-dynamique-et-modelisation-de-la-biodiversite-dynamo-2e-annee-subprogram-parcours-dynamique-et-modelisation-de-la-biodiversite-dynamo.html,387
tmm-2020-1603181-03h-34649f2e,Université Grenoble Alpes,"Biodiversité, écologie et évolution — Gestion de l'environnement",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-biodiversite-ecologie-evolution-program-master-biodiversite-ecologie-evolution/parcours-gestion-de-l-environnement-2e-annee-subprogram-parcours-gestion-de-l-environnement-2e-annee.html,387
tmm-2020-1602635-02j-2197cd5d,Université Grenoble Alpes,Biologie — Biologie et techniques de commercialisation,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-in-biology-biologie-program-master-biologie/parcours-biologie-et-techniques-de-commercialisation-biotechco-subprogram-parcours-biologie-et-techniques-de-commercialisation-biotechco.html,387
tmm-2020-1602635-03k-a13e31c2,Université Grenoble Alpes,Biologie — Immunology microbiology infectious diseases,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-in-biology-biologie-program-master-biologie/parcours-immunology-microbiology-infectious-diseases-imid-subprogram-parcours-immunology-microbiology-infectious-diseases-imid.html,387
tmm-2020-1602635-04l-e3cf92c7,Université Grenoble Alpes,Biologie — Integrative structural biology,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-in-biology-biologie-program-master-biologie/parcours-integrative-structural-biology-isb-subprogram-parcours-integrative-structural-biology-isb.html,387
tmm-2020-1602635-05m-bc664813,Université Grenoble Alpes,Biologie — Lab science trading,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-in-biology-biologie-program-master-biologie/parcours-lab-science-trading-lst-subprogram-parcours-lab-science-trading-lst.html,387
tmm-2020-1602635-01h-e9b3f955,Université Grenoble Alpes,Biologie — Molecular and cellular biology,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-biologie-program-master-biologie/parcours-molecular-and-cellular-biology-1re-annee-subprogram-subprogram-parcours-immunology-microbiology-infectious-diseases-imid.html,387
tmm-2020-1602635-06n-45c4d0bb,Université Grenoble Alpes,Biologie — Neurobiology neurosciences,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-in-biology-biologie-program-master-biologie/parcours-neurobiology-neurosciences-nn-subprogram-parcours-neurobiology-neurosciences-nn.html,387
tmm-2020-1602635-07p-2a0b5f2e,Université Grenoble Alpes,Biologie — Physiology Epigenetics Development Cell Differentiation,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-biologie-program-master-biologie/physiology-epigenetics-differentiation-and-cancer-phedc-subprogram-parcours-physiology-epigenetics-development-celle-differentiation-phedd.html,387
tmm-2020-1602635-09s-ad2205c1,Université Grenoble Alpes,Biologie — Planta International (PLANT-Int),France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-biologie-program-master-biologie/parcours-planta-international-plant-int-subprogram-planta-international-plant-int.html?search-keywords=biologie,387
tmm-2020-1602635-08r-620f4620,Université Grenoble Alpes,Biologie — Pro2Bio,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-in-biology-biologie-program-master-biologie/parcours-pro2bio-subprogram-parcours-pro2bio.html,387
tmm-2020-1602569-01j-47775c92,Université Grenoble Alpes,Chimie,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-in-chemistry-chimie-program-master-in-chemistry-chimie/portail-chimie-1re-annee-subprogram-portail-chimie-1re-annee.html,387
tmm-2020-1602569-02k-b39d1901,Université Grenoble Alpes,Chimie — Chem Tech Co,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-in-chemistry-chimie-program-master-in-chemistry-chimie/parcours-chemtechco-subprogram-parcours-chemtechco.html,387
tmm-2020-1602569-03l-4631b3e2,Université Grenoble Alpes,Chimie — Chemistry for Life Sciences,France,GRENOBLE CEDEX 9,Master’s,Science & Mathematics,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-chimie-program-master-in-chemistry-chimie/chemistry-for-life-sciences-cls-subprogram-parcours-chemistry-for-life-sciences-cls.html,387
tmm-2020-1602569-04m-f6a99bc3,Université Grenoble Alpes,Chimie — Polymères pour technologies avancées,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-in-chemistry-chimie-program-master-in-chemistry-chimie/parcours-polymers-for-advanced-technologies-polymeres-pour-technologies-avancees-subprogram-parcours-polymers-for-advanced-technologies-pat.html,387
tmm-2020-1602569-05n-addcfba2,Université Grenoble Alpes,Chimie — Synthèse organique pour les industries pharmaceutiques et agrochimiques/Organic synthesis,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-in-chemistry-chimie-program-master-in-chemistry-chimie/parcours-organic-synthesis-synthese-organique-pour-les-industries-pharmaceutiques-et-agrochimiques-subprogram-parcours-organic-synthesis-synthese-organique-pour-les-industries-pharmaceutiques-et-agrochimiques.html,387
tmm-2020-1601195-01l-680a9318,Université Grenoble Alpes,Comptabilité - contrôle - audit,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-comptabilite-controle-audit-program-master-comptabilite-controle-audit.html,387
tmm-2020-1602722-01p-15bdb43b,Université Grenoble Alpes,Contrôle de gestion et audit organisationnel,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-controle-de-gestion-et-audit-organisationnel-program-master-controle-de-gestion-et-audit-organisationnel.html,387
tmm-2020-1601909-01v-9c1abc52,Université Grenoble Alpes,Création artistique — Arts de la scène,France,GRENOBLE CEDEX 9,Master’s,Humanities & Languages,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-creation-artistique-program-master-creation-artistique-2/parcours-arts-de-la-scene-subprogram-parcours-arts-de-la-scene.html,387
tmm-2020-1601909-03x-dc12d89f,Université Grenoble Alpes,Création artistique — Documentaire de création,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-creation-artistique-program-master-creation-artistique-2/parcours-documentaire-de-creation-subprogram-parcours-documentaire-de-creation.html,387
tmm-2020-1601909-04y-4c2c8efc,Université Grenoble Alpes,Création artistique — Etudes cinématographiques,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-creation-artistique-program-master-creation-artistique-2/parcours-etudes-cinematographiques-subprogram-parcours-etudes-cinematographiques.html,387
tmm-2020-1601751-01w-51ee297b,Université Grenoble Alpes,Didactique des langues — Didactique des langues et ingénierie pédagogique numérique,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-didactique-des-langues-program-master-didactique-des-langues/parcours-didactique-des-langues-et-ingenierie-pedagogique-numerique-dilipem-subprogram-parcours-didactique-des-langues-et-ingenierie-pedagogique-numerique.html,387
tmm-2020-1601751-03y-3d2f2689,Université Grenoble Alpes,Didactique des langues — Formation de formateur en français écrit,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-didactique-des-langues-program-master-didactique-des-langues/parcours-formation-de-formateurs-en-francais-ecrit-3fe-2e-annee-subprogram-parcours-formation-de-formateurs-en-francais-ecrit-3fe.html,387
tmm-2020-1601751-04z-604ac6a0,Université Grenoble Alpes,Didactique des langues — Français langue étrangère et seconde,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-didactique-des-langues-program-master-didactique-des-langues/parcours-francais-langue-etrangere-et-seconde-fles-presentiel-subprogram-parcours-didactique-du-francais-langue-etrangere-fle-francais-langue-secondre-fls.html,387
tmm-2020-1601751-06b-9e2274e5,Université Grenoble Alpes,Didactique des langues — Français langue étrangère et seconde - EAD,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/arts-lettres-langues-ALL/master-didactique-des-langues-program-master-didactique-des-langues/parcours-francais-langue-etrangere-et-seconde-fles-enseignement-a-distance-subprogram-parcours-francais-langue-etrangere-langue-seconde-m1-a-distance.html,387
tmm-2020-1601133-01x-1d233c44,Université Grenoble Alpes,Droit de la propriété intellectuelle,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-de-la-propriete-intellectuelle-program-master-propriete-intellectuelle.html,387
tmm-2020-1601133-02y-73be72dd,Université Grenoble Alpes,Droit de la propriété intellectuelle — Droit de la propriété intellectuelle et des nouvelles technologies,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-de-la-propriete-intellectuelle-program-master-propriete-intellectuelle/parcours-droit-de-la-propriete-intellectuelle-et-des-nouvelles-technologies-subprogram-m2-parcours-droit-de-la-propriete-intellectuelle-et-des-nouvelles-technologies.html,387
tmm-2020-1601437-01r-eba95d3e,Université Grenoble Alpes,Droit des affaires,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-1-dominante-droit-des-affaires-program-master-1-droit-des-affaires-2.html,387
tmm-2020-1601437-02s-1747df4e,Université Grenoble Alpes,"Droit des affaires — Droit de l'entreprise, juriste-conseils d'affaires",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-des-affaires-program-master-droit-des-affaires/parcours-droit-de-l-entreprise-juriste-conseils-d-affaires-subprogram-parcours-droit-de-l-entreprise-juriste-conseils-d-affaires-formation-initiale.html,387
tmm-2020-1601437-03t-415f9519,Université Grenoble Alpes,Droit des affaires — Droit de la banque et des opérations patrimoniales,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-des-affaires-program-master-droit-des-affaires/parcours-droit-de-la-banque-et-des-operations-patrimoniales-subprogram-parcours-droit-de-la-banque-et-des-operations-patrimoniales.html,387
tmm-2020-1603074-01a-1b58c116,Université Grenoble Alpes,Droit des collectivités territoriales,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-des-collectivites-territoriales-program-master-droit-des-collectivites-territoriales.html,387
tmm-2020-1603074-02b-ce8d8a1e,Université Grenoble Alpes,Droit des collectivités territoriales — Administration et collectivités territoriales,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-des-collectivites-territoriales-program-master-droit-des-collectivites-territoriales/parcours-administration-et-collectivites-territoriales-subprogram-parcours-administration-et-collectivites-territoriales.html,387
tmm-2020-1603074-03c-f2da4835,Université Grenoble Alpes,Droit des collectivités territoriales — Droit de la montagne,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-2-droit-des-collectivites-territoriales-program-master-droit-des-collectivites-territoriales/parcours-droit-de-la-montagne-subprogram-parcours-droit-de-la-montagne-en-commun-avec-l-usmb.html,387
tmm-2020-1603074-04d-9d07e361,Université Grenoble Alpes,Droit des collectivités territoriales — Gouvernance territoriale,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-des-collectivites-territoriales-program-master-droit-des-collectivites-territoriales/parcours-gouvernance-territoriale-subprogram-parcours-gouvernance-territoriale.html,387
tmm-2020-1602575-01l-4bfe07cf,Université Grenoble Alpes,Droit des libertés,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-des-libertes-program-master-droit-des-libertes.html,387
tmm-2020-1602575-03n-e86547ca,Université Grenoble Alpes,Droit des libertés — Contentieux des droits fondamentaux,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-2-droit-des-libertes-program-master-droit-des-libertes/parcours-contentieux-des-droits-fondamentaux-subprogram-master-2-parcours-contentieux-des-droits-fondamentaux.html,387
tmm-2020-1602575-02m-34d8df6b,Université Grenoble Alpes,"Droit des libertés — Histoire, théorie et pratique des droits de l'homme",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-des-libertes-program-master-droit-des-libertes/parcours-histoire-theorie-et-pratique-des-droits-de-l-homme-subprogram-master-2-parcours-histoire-theorie-et-pratique-des-droits-de-l-homme.html,387
tmm-2020-1601797-01w-adc4f936,Université Grenoble Alpes,Droit européen,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-europeen-program-master-droit-europeen.html,387
tmm-2020-1601797-02x-f63541f9,Université Grenoble Alpes,Droit européen — Carrières juridiques européennes,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-2-droit-europeen-program-master-droit-europeen/parcours-carrieres-juridiques-europeennes-cje-subprogram-parcours-carrieres-juridiques-europeenne-cje.html,387
tmm-2020-1601208-01z-de7b9a21,Université Grenoble Alpes,Droit international,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-1-dominante-droit-international-et-europeen-program-master-1-droit-international-et-europeen-2.html,387
tmm-2020-1601208-02a-80b8de45,Université Grenoble Alpes,Droit international — Carrières juridiques internationales,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-2-droit-international-program-master-droit-international/parcours-carrieres-juridiques-internationales-cji-subprogram-master-2-parcours-carrieres-juridiques-internationales.html,387
tmm-2020-1601208-03b-8f0030a5,Université Grenoble Alpes,Droit international — Sécurité internationale et défense,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-2-droit-international-program-master-droit-international/parcours-securite-internationale-et-defense-sid-subprogram-master-2-parcours-securite-internationale-et-defense-sid.html,387
tmm-2020-1603048-01z-eb4eea8f,Université Grenoble Alpes,Droit notarial,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-2-droit-notarial-program-master-droit-notarial/parcours-droit-notarial-subprogram-master-2-parcours-droit-notarial.html,387
tmm-2020-1602435-02v-693a65ac,Université Grenoble Alpes,Droit pénal et sciences criminelles,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-2-droit-penal-et-sciences-criminelles-program-master-droit-penal-et-sciences-criminelles/parcours-droit-penal-et-sciences-criminelles-subprogram-master-2-parcours-droit-penal-et-sciences-criminelles.html,387
tmm-2020-1602435-01u-afe25618,Université Grenoble Alpes,Droit pénal et sciences criminelles — Droit pénal,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-1-dominante-droit-prive-program-master-1-droit-prive-2.html,387
tmm-2020-1602021-01u-8b8fc0f1,Université Grenoble Alpes,Droit privé,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-1-dominante-droit-prive-program-master-1-droit-prive-2.html,387
tmm-2020-1602021-02v-93edd041,Université Grenoble Alpes,Droit privé — Droit civil économique,France,GRENOBLE CEDEX 9,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-2-droit-prive-program-master-droit-prive/parcours-droit-civil-economique-subprogram-parcous-droit-civil-economique.html,387
tmm-2020-1602021-03w-d4d31aab,Université Grenoble Alpes,Droit privé — Droit des personnes et de la famille,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-2-droit-prive-program-master-droit-prive/parcours-droit-des-personnes-et-de-la-famille-subprogram-parcours-droit-des-personnes-et-de-la-famille.html,387
tmm-2020-1601242-01v-77027af7,Université Grenoble Alpes,Droit public des affaires,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-1-dominante-droit-public-program-master-1-droit-public-2.html,387
tmm-2020-1601242-02w-cdc95f15,Université Grenoble Alpes,"Droit public des affaires — Droit public des affaires, management public",France,GRENOBLE CEDEX 9,Master’s,Business & Management,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-2-droit-public-des-affaires-management-public-program-master-droit-public-des-affaires/parcours-droit-public-des-affaires-management-public-subprogram-master-2-droit-public-des-affaires.html,387
tmm-2020-1601270-01n-cef3695e,Université Grenoble Alpes,"Economie de l'environnement, de l'énergie et des transports — Economie de l'énergie et développement durable",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-economie-de-l-environnement-de-l-energie-et-des-transports-program-master-economie-de-l-environnement-de-l-energie-et-des-transports/parcours-economie-de-l-energie-et-developpement-durable-1re-annee-subprogram-parcours-economie-de-l-environnement-de-l-energie-et-des-transports-1re-annee.html,387
tmm-2020-1601270-03r-38cadc2c,Université Grenoble Alpes,"Economie de l'environnement, de l'énergie et des transports — Economie de l'énergie et politique de l'énergie",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-economie-de-l-environnement-de-l-energie-et-des-transports-program-master-economie-de-l-environnement-de-l-energie-et-des-transports/parcours-economie-et-politique-de-l-energie-2e-annee-subprogram-parcours-economie-et-politique-de-l-energie-2e-annee.html,387
tmm-2020-1601952-01u-28287a81,Université Grenoble Alpes,Économie des organisations,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-economie-des-organisations-program-master-economie-des-organisations/parcours-economie-des-organisations-1ere-annee-presentiel-a-distance-subprogram-parcours-m1-economie-des-organisations-enseignement-a-distance.html,387
tmm-2019-1601952-01u-2d5757ac,Université Grenoble Alpes,Économie des organisations — Diagnostic Economique des Organisations et Pilotage de la Performance,France,GRENOBLE,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-economie-des-organisations-program-master-economie-des-organisations/parcours-diagnostic-economique-des-organisations-et-pilotage-de-la-performance-subprogram-subprogram-parcours-diagnostic-economique-des-organisations-et-pilotage-de-la-performance.html,387
tmm-2020-1601952-03w-73226c49,Université Grenoble Alpes,Économie des organisations — Ingénierie Economique,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-economie-des-organisations-program-master-economie-des-organisations/parcours-ingenierie-economique-diagnostic-et-pilotage-de-la-performance-des-organisations-subprogram-parcours-ingenierie-economique.html,387
tmm-2020-1601952-05y-9cf8198e,Université Grenoble Alpes,"Économie des organisations — Ressources Humaines, Organisation et Conduite du Changement",France,GRENOBLE CEDEX 9,Master’s,Business & Management,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-economie-des-organisations-program-master-economie-des-organisations/parcours-ressources-humaines-organisation-et-conduite-du-changement-subprogram-parcours-ressources-humaines-organisation-et-conduite-du-changement.html,387
tmm-2020-1601952-07a-ccf7e3ff,Université Grenoble Alpes,Économie des organisations — Stratégies Economiques du Sport et du Tourisme,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-economie-des-organisations-program-master-economie-des-organisations/parcours-strategies-economiques-du-sport-et-du-tourisme-sest-subprogram-parcours-strategies-economiques-du-sport-et-du-tourisme.html,387
tmm-2020-1601952-09c-e6cbe389,Université Grenoble Alpes,Économie des organisations — Transformation des organisations de l'économie sociale et solidaire,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-economie-des-organisations-program-master-economie-des-organisations/parcours-transformations-des-organisations-de-l-economie-sociale-et-solidaire-subprogram-transformation-des-organisations-de-l-economie-sociale-et-solidaire.html,387
tmm-2020-1601552-01r-b0ce2577,Université Grenoble Alpes,Économie du développement — Economie territoriale et développement,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-economie-du-developpement-program-master-economie-du-developpement/parcours-economie-territoriale-et-developpement-subprogram-parcours-economie-territoriale-et-developpement.html,387
